Hospital_Name,Hospital_Ownership,Hospital_Type,State,City,ZIP_Code,Hospital_overall_rating,County_Name,Location,Emergency_Services,Patient_experience_national_comparison
"MULTICARE AUBURN MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",WA,AUBURN,98001,2,KING,"202 NORTH DIVISION STREET PLAZA ONE
AUBURN, WA
(47.309153, -122.229833)",TRUE,"Below the national average"
"SETON EDGAR B DAVIS HOSPITAL","Government - Federal","Critical Access Hospitals",TX,LULING,78648,3,CALDWELL,"130 HAYS STREET
LULING, TX
(29.67253, -97.654254)",TRUE,"Not Available"
"CASCADE VALLEY HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",WA,ARLINGTON,98223,3,SNOHOMISH,"330 S STILLAGUAMISH AVE
ARLINGTON, WA
(48.189802, -122.117589)",TRUE,"Same as the national average"
"UNITED HOSPITAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",WV,BRIDGEPORT,26330,3,HARRISON,"327 MEDICAL PARK DRIVE
BRIDGEPORT, WV
(39.330578, -80.240796)",TRUE,"Same as the national average"
"JOHNSON COUNTY HEALTHCARE CENTER","Government - Hospital District or Authority","Critical Access Hospitals",WY,BUFFALO,82834,"Not Available",JOHNSON,"497 WEST LOTT
BUFFALO, WY
(44.349788, -106.707248)",TRUE,"Not Available"
"CENTRAL WASHINGTON HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",WA,WENATCHEE,98807,4,CHELAN,"1201 SOUTH MILLER STREET
WENATCHEE, WA
(47.407963, -120.324593)",TRUE,"Above the national average"
"JORDAN VALLEY MEDICAL CENTER","Voluntary non-profit - Other","Acute Care Hospitals",UT,"WEST JORDAN",84088,3,"SALT LAKE","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.587953, -111.975286)",TRUE,"Below the national average"
"LEGACY SALMON CREEK MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",WA,VANCOUVER,98686,4,CLARK,"2211 NE 139TH STREET
VANCOUVER, WA
(45.721823, -122.649899)",TRUE,"Above the national average"
"SANPETE VALLEY HOSPITAL - CAH","Voluntary non-profit - Private","Critical Access Hospitals",UT,"MOUNT PLEASANT",84647,"Not Available",SANPETE,"1100 SOUTH MEDICAL DRIVE
MOUNT PLEASANT, UT
(39.531803, -111.461194)",TRUE,"Above the national average"
"CROSBYTON CLINIC HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",TX,CROSBYTON,79322,"Not Available",CROSBY,"710 WEST MAIN STREET
CROSBYTON, TX
(33.659945, -101.246135)",TRUE,"Not Available"
"QUINCY VALLEY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",WA,QUINCY,98848,"Not Available",GRANT,"908 10TH AVENUE SOUTHWEST
QUINCY, WA
(47.230954, -119.869181)",TRUE,"Not Available"
"BROWNFIELD REGIONAL MEDICAL CENTER","Government - Hospital District or Authority","Acute Care Hospitals",TX,BROWNFIELD,79316,3,TERRY,"705 EAST FELT STREET
BROWNFIELD, TX
(33.187102, -102.267864)",TRUE,"Not Available"
"DELTA COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",UT,DELTA,84624,"Not Available",MILLARD,"126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.350294, -112.560023)",TRUE,"Not Available"
"WILLIAMSON MEMORIAL HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",WV,WILLIAMSON,25661,3,MINGO,"859 ALDERSON STREET
WILLIAMSON, WV
(37.678237, -82.272031)",TRUE,"Same as the national average"
"SENTARA CAREPLEX HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",VA,HAMPTON,23666,3,"HAMPTON CITY","3000 COLISEUM DRIVE
HAMPTON, VA
(37.056448, -76.392362)",TRUE,"Above the national average"
"POWELL VALLEY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",WY,POWELL,82435,3,PARK,"777 AVENUE H
POWELL, WY
(44.756557, -108.770629)",TRUE,"Not Available"
"ST MARK'S HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",UT,"SALT LAKE CITY",84124,3,"SALT LAKE","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.687062, -111.857446)",TRUE,"Below the national average"
"W J MANGOLD MEMORIAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",TX,LOCKNEY,79241,"Not Available",FLOYD,"320 NORTH MAIN
LOCKNEY, TX
(34.126621, -101.441788)",TRUE,"Not Available"
"BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON",Proprietary,"Acute Care Hospitals",TX,ARLINGTON,76015,"Not Available",TARRANT,"707 HIGHLANDER BLVD
ARLINGTON, TX
(32.682153, -97.117218)",TRUE,"Above the national average"
"AURORA MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",WI,SUMMIT,53066,4,WAUKESHA,"36500 AURORA DRIVE
SUMMIT, WI
(43.063611, -88.467732)",TRUE,"Above the national average"
"SKAGIT VALLEY HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",WA,"MOUNT VERNON",98274,3,SKAGIT,"1415 KINCAID STREET
MOUNT VERNON, WA
(48.417431, -122.324973)",TRUE,"Below the national average"
"MEDICAL CENTER OF PLANO",Proprietary,"Acute Care Hospitals",TX,PLANO,75075,3,COLLIN,"3901 W 15TH ST
PLANO, TX
(33.019359, -96.765906)",TRUE,"Same as the national average"
"LYNN COUNTY HOSPITAL DISTRICT","Government - Hospital District or Authority","Critical Access Hospitals",TX,TAHOKA,79373,"Not Available",LYNN,"2600 LOCKWOOD STREET
TAHOKA, TX
(33.166539, -101.815507)",TRUE,"Not Available"
"ST JOSEPH MEDICAL CENTER","Voluntary non-profit - Church","Acute Care Hospitals",WA,TACOMA,98405,3,PIERCE,"1717 SOUTH J STREET
TACOMA, WA
(47.245469, -122.448757)",TRUE,"Same as the national average"
"CONROE REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",TX,CONROE,77304,2,MONTGOMERY,"504 MEDICAL CENTER BLVD
CONROE, TX
(30.284022, -95.468722)",TRUE,"Below the national average"
"KANE COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",UT,KANAB,84741,"Not Available",KANE,"355 NORTH MAIN STREET
KANAB, UT
(37.054324, -112.52859)",TRUE,"Not Available"
"EAST TEXAS MEDICAL CENTER TRINITY","Voluntary non-profit - Private","Acute Care Hospitals",TX,TRINITY,75862,3,TRINITY,"317 PROSPECT DR/PO BOX 3169
TRINITY, TX
(30.956727, -95.381622)",TRUE,"Not Available"
"ISLAND HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",WA,ANACORTES,98221,4,SKAGIT,"1211 24TH STREET
ANACORTES, WA
(48.502817, -122.615835)",TRUE,"Above the national average"
"ST JOSEPHS HOSPITAL","Voluntary non-profit - Church","Acute Care Hospitals",WI,"CHIPPEWA FALLS",54729,4,CHIPPEWA,"2661 COUNTY HWY I
CHIPPEWA FALLS, WI
(44.951661, -91.358217)",TRUE,"Above the national average"
"EL PASO CHILDREN'S HOSPITAL","Voluntary non-profit - Private",Childrens,TX,"EL PASO",79905,"Not Available","EL PASO","4845 ALAMEDA AVENUE
EL PASO, TX
(31.770655, -106.4342)",TRUE,"Not Available"
"STARR COUNTY MEMORIAL HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",TX,"RIO GRANDE CITY",78582,3,STARR,"128 N FM RD 3167
RIO GRANDE CITY, TX
(26.37754, -98.859886)",TRUE,"Not Available"
"ST AGNES HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",WI,"FOND DU LAC",54935,3,"FOND DU LAC","430 E DIVISION ST
FOND DU LAC, WI
(43.778691, -88.431179)",TRUE,"Above the national average"
"GRACE MEDICAL CENTER",Proprietary,"Acute Care Hospitals",TX,LUBBOCK,79412,4,LUBBOCK,"2412 50TH ST
LUBBOCK, TX
(33.548786, -101.869098)",TRUE,"Above the national average"
"KNAPP MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",TX,WESLACO,78596,4,HIDALGO,"1401 EAST EIGHT STREET
WESLACO, TX
(26.151972, -97.977581)",TRUE,"Below the national average"
"TEXAS GENERAL HOSPITAL",Proprietary,"Acute Care Hospitals",TX,"GRAND PRAIRIE",75051,"Not Available",DALLAS,"2709 HOSPITAL BLVD
GRAND PRAIRIE, TX
(32.73366, -97.047689)",TRUE,"Not Available"
"HEMPHILL COUNTY HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",TX,CANADIAN,79014,"Not Available",HEMPHILL,"1020 S 4TH ST
CANADIAN, TX
(35.903275, -100.387402)",TRUE,"Not Available"
"RUSSELL COUNTY MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",VA,LEBANON,24266,3,RUSSELL,"58 CARROLL STREET
LEBANON, VA
(36.899027, -82.078105)",TRUE,"Same as the national average"
"HARDEMAN COUNTY MEMORIAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",TX,QUANAH,79252,"Not Available",HARDEMAN,"402 MERCER ST
QUANAH, TX
(34.296566, -99.741056)",TRUE,"Not Available"
"BON SECOURS DEPAUL MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",VA,NORFOLK,23505,3,"NORFOLK CITY","150 KINGSLEY LANE
NORFOLK, VA
(36.89843, -76.281644)",TRUE,"Below the national average"
"FREESTONE MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",TX,FAIRFIELD,75840,3,FREESTONE,"125 NEWMAN ST
FAIRFIELD, TX
(31.725644, -96.16961)",TRUE,"Not Available"
"HOUSTON NORTHWEST MEDICAL CENTER",Proprietary,"Acute Care Hospitals",TX,HOUSTON,77090,2,HARRIS,"710 CYPRESS CREEK PARKWAY
HOUSTON, TX
(30.018099, -95.439796)",TRUE,"Below the national average"
"ODESSA REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",TX,ODESSA,79761,3,ECTOR,"520 E 6TH STREET
ODESSA, TX
(31.851458, -102.366027)",TRUE,"Below the national average"
"BATH COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",VA,"HOT SPRINGS",24445,"Not Available",BATH,"106 PARK DRIVE- PO DRAWER Z
HOT SPRINGS, VA
(37.99389, -79.830959)",TRUE,"Not Available"
"MINISTRY EAGLE RIVER MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",WI,"EAGLE RIVER",54521,4,VILAS,"201 HOSPITAL ROAD
EAGLE RIVER, WI
(45.927518, -89.251678)",TRUE,"Not Available"
"NORTH COUNTRY HOSPITAL AND HEALTH CENTER","Voluntary non-profit - Private","Critical Access Hospitals",VT,NEWPORT,5855,3,ORLEANS,"189 PROUTY DRIVE
NEWPORT, VT
(44.954614, -72.200339)",TRUE,"Above the national average"
"PARMER COUNTY COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",TX,FRIONA,79035,"Not Available",PARMER,"1307 CLEVELAND STREET
FRIONA, TX
(34.643634, -102.721088)",TRUE,"Not Available"
"NAVARRO REGIONAL HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",TX,CORSICANA,75110,2,NAVARRO,"3201 WEST HIGHWAY 22
CORSICANA, TX
(32.085083, -96.503582)",TRUE,"Below the national average"
"CHILDRENS MEDICAL CENTER PLANO","Voluntary non-profit - Private",Childrens,TX,PLANO,75024,"Not Available",COLLIN,"7601 PRESTON ROAD
PLANO, TX
(33.079902, -96.798243)",TRUE,"Not Available"
"MAYO CLINIC HEALTH SYSTEM OAKRIDGE","Voluntary non-profit - Other","Critical Access Hospitals",WI,OSSEO,54758,"Not Available",TREMPEALEAU,"13025 8TH ST
OSSEO, WI
(44.577911, -91.216351)",TRUE,"Not Available"
"CHRISTUS SPOHN HOSPITAL KLEBERG","Voluntary non-profit - Private","Acute Care Hospitals",TX,KINGSVILLE,78363,3,KLEBERG,"1311 EAST GENERAL CAVAZOS BLVD
KINGSVILLE, TX
(27.491419, -97.849552)",TRUE,"Same as the national average"
"CAPITAL MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",WA,OLYMPIA,98502,3,THURSTON,"3900 CAPITAL MALL DR SW
OLYMPIA, WA
(47.041666, -122.951446)",TRUE,"Above the national average"
"INOVA LOUDOUN HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",VA,LEESBURG,20176,3,LOUDOUN,"44045 RIVERSIDE PARKWAY
LEESBURG, VA
(39.074609, -77.475227)",TRUE,"Same as the national average"
"CUERO COMMUNITY HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",TX,CUERO,77954,4,"DE WITT","2550 N ESPLANADE
CUERO, TX
(29.112495, -97.281693)",TRUE,"Above the national average"
"BELOIT MEMORIAL HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",WI,BELOIT,53511,3,ROCK,"1969 W HART RD
BELOIT, WI
(42.546758, -89.007548)",TRUE,"Same as the national average"
"GOOD SAMARITAN HEALTH CENTER","Voluntary non-profit - Church","Critical Access Hospitals",WI,MERRILL,54452,3,LINCOLN,"601 S CENTER AVE
MERRILL, WI
(45.175858, -89.683031)",TRUE,"Not Available"
"TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","Voluntary non-profit - Private","Acute Care Hospitals",TX,"FORT WORTH",76244,4,TARRANT,"10864 TEXAS HEALTH TRAIL
FORT WORTH, TX
(32.931717, -97.309987)",TRUE,"Same as the national average"
"ST LUKE'S HOSPITAL AT THE VINTAGE",Proprietary,"Acute Care Hospitals",TX,HOUSTON,77070,2,HARRIS,"20171 CHASEWOOD PARK DRIVE
HOUSTON, TX
(29.989489, -95.570248)",TRUE,"Below the national average"
"HOUSTON METHODIST WILLOWBROOK HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",TX,HOUSTON,77070,4,HARRIS,"18220 TOMBALL PARKWAY
HOUSTON, TX
(29.964059, -95.550789)",TRUE,"Above the national average"
"MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",WI,FRANKLIN,53132,"Not Available",MILWAUKEE,"10101 SOUTH 27TH ST 2ND FLOOR
FRANKLIN, WI
(42.861865, -87.951672)",FALSE,"Above the national average"
"TEXAS HEALTH HARRIS METHODIST FORT WORTH","Voluntary non-profit - Church","Acute Care Hospitals",TX,"FORT WORTH",76104,3,TARRANT,"1301 PENNSYLVANIA AVENUE
FORT WORTH, TX
(32.73848, -97.339313)",TRUE,"Above the national average"
"KITTITAS VALLEY COMMUNITY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",WA,ELLENSBURG,98926,3,KITTITAS,"603 SOUTH CHESTNUT
ELLENSBURG, WA
(46.987688, -120.536761)",TRUE,"Above the national average"
"METROPLEX HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",TX,KILLEEN,76542,3,BELL,"2201 S CLEAR CREEK ROAD
KILLEEN, TX
(31.11335, -97.799519)",TRUE,"Same as the national average"
"HOLY FAMILY MEMORIAL","Voluntary non-profit - Other","Acute Care Hospitals",WI,MANITOWOC,54221,4,MANITOWOC,"2300 WESTERN AVE
MANITOWOC, WI
(44.09441, -87.676865)",TRUE,"Same as the national average"
"SWEENY COMMUNITY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",TX,SWEENY,77480,"Not Available",BRAZORIA,"305 NORTH MCKINNEY
SWEENY, TX
(29.048514, -95.691392)",TRUE,"Not Available"
"EMERUS HOSPITAL",Proprietary,"Acute Care Hospitals",TX,"SUGAR LAND",77479,"Not Available","FORT BEND","16000 SOUTHWEST FREEWAY
SUGAR LAND, TX
(29.597742, -95.623848)",TRUE,"Not Available"
"ST FRANCIS HOSPITAL",Proprietary,"Acute Care Hospitals",WV,CHARLESTON,25301,4,KANAWHA,"333 LAIDLEY ST
CHARLESTON, WV
(38.353364, -81.63258)",TRUE,"Above the national average"
"ASHLEY REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",UT,VERNAL,84078,3,UINTAH,"150 WEST 100 NORTH
VERNAL, UT
(40.45779, -109.530464)",TRUE,"Same as the national average"
"CARILION STONEWALL JACKSON HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",VA,LEXINGTON,24450,3,"LEXINGTON CITY","1 HEALTH CIRCLE
LEXINGTON, VA
(37.778455, -79.442049)",TRUE,"Same as the national average"
"MCKAY DEE HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",UT,OGDEN,84403,3,WEBER,"4401 HARRISON BOULEVARD
OGDEN, UT
(41.182779, -111.949117)",TRUE,"Above the national average"
"VAL VERDE REGIONAL MEDICAL CENTER","Government - Hospital District or Authority","Acute Care Hospitals",TX,"DEL RIO",78840,3,"VAL VERDE","801 BEDELL AVE
DEL RIO, TX
(29.374425, -100.893034)",TRUE,"Same as the national average"
"AURORA MEDICAL CTR WASHINGTON COUNTY","Voluntary non-profit - Private","Acute Care Hospitals",WI,HARTFORD,53027,4,WASHINGTON,"1032 E SUMNER ST
HARTFORD, WI
(43.3176, -88.362734)",TRUE,"Above the national average"
"MEMORIAL HOSPITAL OF CONVERSE COUNTY","Government - Local","Critical Access Hospitals",WY,DOUGLAS,82633,3,CONVERSE,"111 SOUTH 5TH STREET
DOUGLAS, WY
(42.758805, -105.381279)",TRUE,"Above the national average"
"TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","Voluntary non-profit - Private","Acute Care Hospitals",TX,KAUFMAN,75142,3,KAUFMAN,"850 ED HALL
KAUFMAN, TX
(32.591127, -96.317363)",TRUE,"Above the national average"
"UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","Government - State","Acute Care Hospitals",TX,DALLAS,75390,4,DALLAS,"5151 HARRY HINES BLVD
DALLAS, TX
(32.810672, -96.835872)",FALSE,"Same as the national average"
"EAST ADAMS RURAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",WA,RITZVILLE,99169,"Not Available",ADAMS,"903 SOUTH ADAMS
RITZVILLE, WA
(47.120959, -118.372258)",TRUE,"Not Available"
"EVANSTON REGIONAL HOSPITAL",Proprietary,"Acute Care Hospitals",WY,EVANSTON,82930,3,UINTA,"190 ARROWHEAD DR
EVANSTON, WY
(41.242222, -110.9896)",TRUE,"Same as the national average"
"RIVERSIDE TAPPAHANNOCK HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",VA,TAPPAHANNOCK,22560,4,ESSEX,"618 HOSPITAL ROAD
TAPPAHANNOCK, VA
(37.900668, -76.877614)",TRUE,"Above the national average"
"BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON",Proprietary,"Acute Care Hospitals",TX,CARROLLTON,75010,2,DENTON,"4343 NORTH JOSEY LANE
CARROLLTON, TX
(33.029579, -96.883557)",FALSE,"Below the national average"
"HEART OF TEXAS MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",TX,BRADY,76825,"Not Available",MCCULLOCH,"2008 NINE ROAD
BRADY, TX
(31.116721, -99.346206)",TRUE,"Not Available"
"DOCTORS HOSPITAL TIDWELL",Physician,"Acute Care Hospitals",TX,HOUSTON,77091,2,HARRIS,"510 W TIDWELL
HOUSTON, TX
(29.847222, -95.407991)",TRUE,"Below the national average"
"STEPHENS MEMORIAL HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",TX,BRECKENRIDGE,76424,3,STEPHENS,"200 SOUTH GENEVA STREET
BRECKENRIDGE, TX
(32.754056, -98.887719)",TRUE,"Not Available"
"OCEAN BEACH HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",WA,ILWACO,98624,"Not Available",PACIFIC,"174 FIRST AVENUE NORTH
ILWACO, WA
(46.311696, -124.043352)",TRUE,"Not Available"
"SETON MEDICAL CENTER WILLIAMSON","Voluntary non-profit - Private","Acute Care Hospitals",TX,"ROUND ROCK",78664,3,WILLIAMSON,"201 SETON PARKWAY
ROUND ROCK, TX
(30.567944, -97.652784)",TRUE,"Above the national average"
"TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE","Voluntary non-profit - Church","Acute Care Hospitals",TX,CLEBURNE,76033,4,JOHNSON,"201 WALLS DRIVE
CLEBURNE, TX
(32.330845, -97.439189)",TRUE,"Same as the national average"
"UNIVERSITY GENERAL HOSPITAL",Proprietary,"Acute Care Hospitals",TX,HOUSTON,77054,3,HARRIS,"7501 FANNIN
HOUSTON, TX
(29.6928, -95.401028)",TRUE,"Below the national average"
"MARTHA JEFFERSON HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",VA,CHARLOTTESVILLE,22911,3,ALBEMARLE,"500 MARTHA JEFFERSON DRIVE
CHARLOTTESVILLE, VA
(38.025106, -78.444855)",TRUE,"Above the national average"
"ELECTRA MEMORIAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",TX,ELECTRA,76360,3,WICHITA,"1207 S BAILEY STREET
ELECTRA, TX
(34.018455, -98.923874)",TRUE,"Not Available"
"UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS","Government - State","Acute Care Hospitals",UT,"SALT LAKE CITY",84132,4,"SALT LAKE","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.772984, -111.83672)",TRUE,"Above the national average"
"BIG BEND REGIONAL MEDICAL CENTER",Proprietary,"Critical Access Hospitals",TX,ALPINE,79830,3,BREWSTER,"2600 HIGHWAY 118 NORTH
ALPINE, TX
(30.383811, -103.67214)",TRUE,"Above the national average"
"MEMORIAL MEDICAL CENTER","Government - Local","Critical Access Hospitals",TX,"PORT LAVACA",77979,4,CALHOUN,"815 N VIRGINIA STREET
PORT LAVACA, TX
(28.620912, -96.631537)",TRUE,"Above the national average"
"CROSSING RIVERS HEALTH MEDICAL CENTER","Voluntary non-profit - Private","Critical Access Hospitals",WI,"PRAIRIE DU CHIEN",53821,4,CRAWFORD,"37868 US HWY 18
PRAIRIE DU CHIEN, WI
(43.013873, -91.094538)",TRUE,"Above the national average"
"SAUK PRAIRIE HOSPITAL","Voluntary non-profit - Church","Acute Care Hospitals",WI,"PRAIRIE DU SAC",53578,5,SAUK,"260 26TH STREET
PRAIRIE DU SAC, WI
(43.287718, -89.756072)",TRUE,"Above the national average"
"TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","Voluntary non-profit - Church","Acute Care Hospitals",TX,AZLE,76020,4,TARRANT,"108 DENVER TRAIL
AZLE, TX
(32.881196, -97.533769)",TRUE,"Above the national average"
"SENTARA LEIGH HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",VA,NORFOLK,23502,4,"NORFOLK CITY","830 KEMPSVILLE ROAD
NORFOLK, VA
(36.850592, -76.191695)",TRUE,"Above the national average"
"MONONGALIA COUNTY GENERAL HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",WV,MORGANTOWN,26505,3,MONONGALIA,"1200 JD ANDERSON DR
MORGANTOWN, WV
(39.66262, -79.94639)",TRUE,"Above the national average"
"LIMESTONE MEDICAL CENTER","Government - Hospital District or Authority","Critical Access Hospitals",TX,GROESBECK,76642,"Not Available",LIMESTONE,"701 MCCLINTIC DRIVE
GROESBECK, TX
(31.531923, -96.529621)",TRUE,"Not Available"
"BON SECOURS MARYVIEW MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",VA,PORTSMOUTH,23707,3,"PORTSMOUTH CITY","3636 HIGH STREET
PORTSMOUTH, VA
(36.836211, -76.348365)",TRUE,"Below the national average"
"NORTH RUNNELS HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",TX,WINTERS,79567,"Not Available",RUNNELS,"7821 EAST HIGHWAY 153
WINTERS, TX
(31.949866, -99.960036)",TRUE,"Not Available"
"HARRISON MEMORIAL HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",WA,BREMERTON,98310,2,KITSAP,"2520 CHERRY AVENUE
BREMERTON, WA
(47.583429, -122.62601)",TRUE,"Below the national average"
"NOCONA GENERAL HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",TX,NOCONA,76255,3,MONTAGUE,"100 PARK ROAD
NOCONA, TX
(33.777559, -97.731564)",TRUE,"Not Available"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","Voluntary non-profit - Private","Acute Care Hospitals",TX,LLANO,78643,4,LLANO,"200 W OLLIE
LLANO, TX
(30.743345, -98.677996)",TRUE,"Not Available"
